原文件,0-10km/h速度占比,10-20km/h速度占比,20-30km/h速度占比,30-40km/h速度占比,40-50km/h速度占比,    50-60km/h速度占比,60-70km/h速度占比,70以上km/h速度占比,    加速度占比,减速度占比,怠速占比,匀速占比,速度标准差,平均速度,油耗平均值
ff1743,0.056,0.444,0.278,0.139,0.083,0,0,0,0.556,0.361,0.429,0.097,13.451,21.969,13.479
ff1744,0.136,0.136,0.427,0.262,0.039,0,0,0,0.621,0.35,0.163,0.039,13.225,24.068,12.636
ff1745,0.5,0.5,0,0,0,0,0,0,0.417,0.417,0.692,0.25,4.805,9.742,20.717
ff1746,0.222,0.778,0,0,0,0,0,0,0.333,0.444,0.724,0.259,5.288,11.207,42.967
ff1747,0.615,0.385,0,0,0,0,0,0,0.538,0.385,0.883,0.154,3.211,9.354,28.093
ff1748,1,0,0,0,0,0,0,0,0.5,0.583,0.613,0,2.69,5.133,53.61
ff1749,1,0,0,0,0,0,0,0,0.667,0.667,0.824,0,1.291,3.233,21.107
ff1750,0.065,0.174,0.217,0.543,0,0,0,0,0.543,0.37,0.292,0.109,14.74,26.824,0.552
ff1751,0.31,0.429,0.262,0,0,0,0,0,0.476,0.429,0.192,0.095,8.919,14.329,3.463
ff1752,0.217,0.522,0.261,0,0,0,0,0,0.652,0.391,0.765,0,7.224,15.565,0.468
ff1753,0.128,0.795,0.077,0,0,0,0,0,0.462,0.436,0.114,0.103,7.083,15.418,0.409
ff1754,0.098,0.392,0.51,0,0,0,0,0,0.647,0.294,0.271,0.039,10.835,19.624,0.431
ff1755,1,0,0,0,0,0,0,0,1,1,0.966,0,0.316,1.7,53.73
ff1756,1,0,0,0,0,0,0,0,1,1,0.8,0,0.089,0.2,64.33
ff1757,0.08,0.345,0.345,0.23,0,0,0,0,0.46,0.391,0.054,0.161,9.972,21.801,8.223
ff1758,1,0,0,0,0,0,0,0,0.667,0.667,0.893,0,0.856,2.667,60.543
ff1759,0.571,0.429,0,0,0,0,0,0,0.5,0.571,0.588,0,5.418,9.871,0.37
ff1760,1,0,0,0,0,0,0,0,0.429,0.571,0.741,0.143,3.507,7.129,0.313
ff1761,1,0,0,0,0,0,0,0,0.667,0.333,0.946,0.333,1.278,5.6,0.293
ff1762,1,0,0,0,0,0,0,0,0.5,1,0.857,0,0.643,1.75,0.26
ff1763,0.467,0.533,0,0,0,0,0,0,0.4,0.6,0.4,0.067,5.918,10.04,8.693
ff1764,0.086,0.155,0.224,0.328,0.207,0,0,0,0.603,0.345,0.525,0.069,16.369,28.503,1.654
ff1765,0.164,0.356,0.219,0.26,0,0,0,0,0.329,0.534,0.425,0.151,12.607,20.381,15.402
ff1766,0.75,0.25,0,0,0,0,0,0,0.35,0.45,0.13,0.25,5.232,5.265,19.134
ff1767,0.4,0.6,0,0,0,0,0,0,0.48,0.48,0.528,0.08,5.086,9.036,0.355
ff1768,1,0,0,0,0,0,0,0,1,0.5,0.867,0,1.012,2.85,0.305
ff1769,1,0,0,0,0,0,0,0,0.364,0.455,0.083,0.205,3.108,4.75,3.134
ff1770,0.84,0.16,0,0,0,0,0,0,0.48,0.52,0.479,0.04,4.1,7.232,0.378
ff1771,0.159,0.795,0.045,0,0,0,0,0,0.5,0.409,0.137,0.091,6.201,12.841,1.782
ff1772,1,0,0,0,0,0,0,0,0.667,0.444,0.571,0,2.481,4.278,0.29
ff1773,1,0,0,0,0,0,0,0,0.556,0.333,0.308,0.222,1.213,2.4,7.036
ff1774,0.462,0.538,0,0,0,0,0,0,0.5,0.5,0.278,0.038,5.331,10.077,0.346
ff1775,0.194,0.639,0.167,0,0,0,0,0,0.417,0.556,0.182,0.056,8.05,14.783,0.439
ff1776,0.368,0.351,0.281,0,0,0,0,0,0.526,0.368,0.219,0.088,8.907,14.4,0.454
ff1777,0.071,0.244,0.449,0.236,0,0,0,0,0.467,0.4,0.051,0.124,9.424,23.031,0.445
ff1778,1,0,0,0,0,0,0,0,1,0.5,0.978,0,0.549,3.7,0.255
ff1779,1,0,0,0,0,0,0,0,0.375,0.75,0.273,0,1.909,3.712,0.29
ff1780,1,0,0,0,0,0,0,0,1,1,0.889,0,0.5,1.5,0.36
ff1781,1,0,0,0,0,0,0,0,0.25,1,0.765,0,1.133,2.525,0.365
ff1782,0.021,0.476,0.393,0.11,0,0,0,0,0.434,0.407,0.058,0.166,8.239,20.421,1.301
ff1783,0.274,0.192,0.24,0.295,0,0,0,0,0.521,0.384,0.087,0.103,12.452,20.423,0.853
ff1784,0.062,0.938,0,0,0,0,0,0,0.438,0.406,0.396,0.188,7.721,14.731,0.38
ff1785,1,0,0,0,0,0,0,0,0,0,0.833,0,0.041,0.1,64.33
ff1786,0.118,0.338,0.368,0.176,0,0,0,0,0.632,0.279,0.15,0.088,11.112,20.646,0.509
ff1787,1,0,0,0,0,0,0,0,0.667,0.5,0.76,0,2.135,4.533,0.427
ff1788,1,0,0,0,0,0,0,0,0.5,0.75,0.911,0,0.846,2.75,0.27
ff1789,1,0,0,0,0,0,0,0,0.375,0.5,0.579,0.25,1.325,2.5,0.325
ff1790,0.3,0.3,0.4,0,0,0,0,0,0.65,0.35,0.2,0.05,9.941,15.52,0.424
ff1791,0.039,0.151,0.18,0.444,0.185,0,0,0,0.449,0.395,0.064,0.161,12.813,31.303,0.509
ff1792,0.121,0.276,0.552,0.052,0,0,0,0,0.483,0.414,0.592,0.121,11.809,21.378,0.458
ff1793,0.066,0.221,0.323,0.29,0.1,0,0,0,0.508,0.411,0.191,0.085,13.892,26.328,0.531
ff1794,0.212,0.575,0.212,0,0,0,0,0,0.512,0.338,0.238,0.163,8.224,15.484,0.444
ff1795,0.622,0.378,0,0,0,0,0,0,0.568,0.459,0.288,0,5.316,8.108,2.047
ff1796,0.174,0.826,0,0,0,0,0,0,0.413,0.446,0.227,0.152,6.879,13.614,0.325
ff1797,1,0,0,0,0,0,0,0,0.5,0.25,0.556,0.5,0.232,0.425,0.268
ff1798,0.88,0.12,0,0,0,0,0,0,0.56,0.48,0.479,0,3.956,6.82,0.323
ff1799,0.75,0.25,0,0,0,0,0,0,0.625,0.5,0.778,0,3.499,7.625,0.368
ff1800,0.048,0.238,0.714,0,0,0,0,0,0.492,0.46,0.113,0.063,8.247,21.044,0.453
ff1801,0.077,0.154,0.25,0.519,0,0,0,0,0.654,0.308,0.161,0.058,13.694,27.667,0.563
ff1802,0.022,0.09,0.213,0.607,0.067,0,0,0,0.573,0.36,0.246,0.079,14.926,30.594,6.799
ff1803,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,61.31
ff1804,0.103,0.231,0.436,0.231,0,0,0,0,0.564,0.436,0.524,0.026,12.838,22.703,13.307
ff1805,1,0,0,0,0,0,0,0,0.273,0.727,0.633,0.091,3.652,6.936,0.282
ff1806,0.821,0.179,0,0,0,0,0,0,0.393,0.429,0.333,0.214,4.076,7.25,2.597
ff1807,0.143,0.196,0.295,0.348,0.018,0,0,0,0.527,0.33,0.089,0.152,12.635,24.381,0.536
ff1808,0.076,0.136,0.152,0.212,0.424,0,0,0,0.515,0.455,0.347,0.03,19.289,32.964,8.965
ff1809,0.056,0.111,0.333,0.5,0,0,0,0,0.556,0.37,0.156,0.093,13.66,27.976,2.862
ff1810,1,0,0,0,0,0,0,0,0.667,0.667,0.8,0,1.797,4.2,0.273
ff1811,0.097,0.145,0.242,0.194,0.323,0,0,0,0.516,0.419,0.114,0.081,15.572,29.895,0.593
ff1812,0.145,0.105,0.256,0.134,0.36,0,0,0,0.547,0.302,0.295,0.157,17.764,28.606,0.551
ff1813,0.017,0.058,0.083,0.383,0.158,0.3,0,0,0.442,0.425,0.07,0.142,15.252,39.321,0.651
ff1814,0.041,0.03,0.225,0.408,0.296,0,0,0,0.527,0.408,0.023,0.071,11.22,34.194,2.04
ff1815,0.833,0.167,0,0,0,0,0,0,0.5,0.5,0.786,0.083,2.742,5.108,0.393
ff1816,1,0,0,0,0,0,0,0,0.5,0.75,0.667,0,1.215,2.3,0.343
ff1817,1,0,0,0,0,0,0,0,0.5,1,0.667,0,0.93,1.75,0.34
ff1818,1,0,0,0,0,0,0,0,0.5,1,0.818,0,1.342,3.3,0.325
ff1819,0.153,0.361,0.194,0.125,0.167,0,0,0,0.556,0.375,0.053,0.083,13.395,23.222,0.551
ff1820,1,0,0,0,0,0,0,0,1,1,0.952,0,0.415,1.9,0.24
ff1821,0.052,0.073,0.115,0.156,0.094,0.448,0.062,0,0.552,0.365,0.238,0.094,22.9,42.076,5.972
ff1822,0.031,0.019,0.084,0.123,0.322,0.299,0.123,0,0.502,0.406,0.037,0.096,15.677,45.505,0.983
ff1823,0.5,0.5,0,0,0,0,0,0,0.375,0.75,0.556,0,5.44,8.037,0.376
ff1824,1,0,0,0,0,0,0,0,0.5,0.5,0.917,0.5,0.085,0.3,0.3
ff1825,0.03,0.119,0.09,0.119,0.134,0.299,0.209,0,0.582,0.343,0.437,0.09,25.886,44.704,4.556
ff1826,0.053,0.123,0.123,0.14,0.228,0.333,0,0,0.491,0.474,0.38,0.018,22.803,38.535,2.944
ff1827,0.444,0.556,0,0,0,0,0,0,0.37,0.481,0.325,0.148,6.224,9.67,0.389
ff1828,1,0,0,0,0,0,0,0,1,0.5,0.818,0,0.168,0.4,0.34
ff1829,1,0,0,0,0,0,0,0,0.5,0.5,0.6,0.25,0.815,1.575,0.265
ff1830,1,0,0,0,0,0,0,0,0.231,0.154,0.35,0.692,0.924,1.877,19.153
ff1831,1,0,0,0,0,0,0,0,0.333,0.222,0.182,0.5,0.776,1.906,41.385
ff1832,0.909,0.091,0,0,0,0,0,0,0.636,0.455,0.825,0,2.375,5.091,17.335
ff1833,0.14,0.12,0.2,0.51,0.03,0,0,0,0.49,0.46,0.107,0.05,13.877,26.837,4.758
ff1834,0.171,0.114,0.486,0.229,0,0,0,0,0.6,0.343,0.3,0.086,13.018,22.351,2.292
ff1835,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,0.27
ff1836,0.231,0.385,0.385,0,0,0,0,0,0.538,0.462,0.235,0.077,9.247,15.046,0.556
ff1837,0.355,0.194,0.226,0.226,0,0,0,0,0.387,0.581,0.244,0.065,12.384,16.806,4.581
ff1838,0.257,0.343,0.4,0,0,0,0,0,0.6,0.286,0.527,0.143,9.701,16.191,2.272
ff1839,0.148,0.13,0.167,0.167,0.259,0.13,0,0,0.574,0.352,0.085,0.093,17.89,31.209,0.687
ff1840,0.208,0.083,0.188,0.396,0.125,0,0,0,0.542,0.417,0.6,0.042,15.578,26.731,0.578
ff1841,0.07,0.227,0.281,0.328,0.094,0,0,0,0.461,0.445,0.066,0.102,12.535,26.346,0.521
ff1842,0.138,0.103,0.259,0.5,0,0,0,0,0.483,0.379,0.37,0.155,15.196,25.869,0.475
ff1843,0.136,0.39,0.305,0.169,0,0,0,0,0.525,0.373,0.157,0.102,10.709,20.305,1.506
ff1844,0.385,0.615,0,0,0,0,0,0,0.385,0.423,0.774,0.231,4.672,9.808,16.784
ff1845,0.113,0.248,0.346,0.293,0,0,0,0,0.541,0.398,0.345,0.068,13.347,23.165,0.527
ff1846,0.16,0.667,0.173,0,0,0,0,0,0.507,0.387,0.51,0.12,8.305,14.893,0.412
ff1847,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,0.24
ff1848,1,0,0,0,0,0,0,0,0.333,0.667,0.6,0.167,1.887,3.183,0.282
ff1849,0.969,0.031,0,0,0,0,0,0,0.438,0.5,0.135,0.094,2.762,5.619,4.195
ff1850,1,0,0,0,0,0,0,0,0.667,0.667,0.571,0,1.548,2.833,41.96
ff1851,0.5,0.5,0,0,0,0,0,0,0.429,0.464,0.654,0.107,6.07,10.632,0.376
ff1852,0.076,0.167,0.379,0.379,0,0,0,0,0.485,0.394,0.18,0.121,12.71,25.708,0.618
ff1853,0.067,0.075,0.075,0.067,0.104,0.134,0.433,0.045,0.567,0.291,0.193,0.149,26.681,48.57,0.91
ff1854,0.508,0.102,0.39,0,0,0,0,0,0.492,0.339,0.322,0.169,9.269,13.641,0.39
ff1855,0.3,0.25,0.45,0,0,0,0,0,0.6,0.4,0.672,0,8.912,15.73,0.464
ff1856,0.043,0.082,0.074,0.206,0.342,0.253,0,0,0.537,0.397,0.095,0.066,17.445,39.509,0.673
ff1857,0.062,0.05,0.087,0.125,0.163,0.35,0.163,0,0.725,0.25,0.223,0.025,24.023,44.714,0.772
ff1858,0.048,0.028,0.063,0.202,0.619,0.04,0,0,0.46,0.377,0.045,0.167,13.549,39.802,0.601
ff1859,0.537,0.463,0,0,0,0,0,0,0.366,0.488,0.068,0.171,6.084,8.339,4.866
ff1860,0.3,0.38,0.32,0,0,0,0,0,0.48,0.42,0.573,0.12,9.275,15.436,9.105
ff1861,1,0,0,0,0,0,0,0,1,1,0.941,0,0.073,0.3,0.26
ff1862,1,0,0,0,0,0,0,0,0.333,0,0.625,0.333,0.116,0.2,0.253
ff1863,1,0,0,0,0,0,0,0,0.526,0.526,0.321,0,1.768,3.511,0.264
ff1864,0.031,0.039,0.047,0.055,0.055,0.071,0.252,0.449,0.551,0.323,0.274,0.134,34.151,63.415,1.177
ff1865,1,0,0,0,0,0,0,0,0.333,0.333,0.5,0.667,0.11,0.2,0.27
ff1866,1,0,0,0,0,0,0,0,0.75,0.5,0.5,0,2.118,3.15,0.25
ff1867,1,0,0,0,0,0,0,0,0.5,1,0.875,0,0.668,1.95,0.255
ff1868,1,0,0,0,0,0,0,0,0.4,0.4,0.5,0.4,1.073,2.02,0.262
ff1869,1,0,0,0,0,0,0,0,0.286,0.714,0.696,0.143,1.407,2.729,0.264
ff1870,0.073,0.055,0.164,0.182,0.364,0.164,0,0,0.564,0.4,0.127,0.055,17.915,36.836,0.704
ff1871,0.419,0.279,0.302,0,0,0,0,0,0.512,0.465,0.747,0.047,7.518,14.495,0.528
ff1872,0.625,0.375,0,0,0,0,0,0,0.375,0.625,0.937,0.125,2.095,8.225,8.264
ff1873,0.087,0.116,0.13,0.145,0.391,0.13,0,0,0.565,0.362,0.169,0.072,19.13,35.617,0.69
ff1874,0.067,0.333,0.433,0.167,0,0,0,0,0.567,0.367,0.444,0.1,12.04,21.353,0.488
ff1875,0.421,0.579,0,0,0,0,0,0,0.316,0.579,0.24,0.158,5.4,8.695,0.333
ff1876,0.25,0.75,0,0,0,0,0,0,0.538,0.442,0.133,0.038,5.526,12.283,0.415
ff1877,1,0,0,0,0,0,0,0,0.6,0.6,0.583,0,3.082,4.92,0.328
ff1878,1,0,0,0,0,0,0,0,0.5,0.667,0.647,0,1.524,2.967,0.285
ff1879,1,0,0,0,0,0,0,0,0.4,0.8,0.444,0,2.891,4.6,0.302
ff1880,1,0,0,0,0,0,0,0,0.167,0.667,0.778,0.333,1.391,3.167,0.32
ff1881,0.028,0.047,0.094,0.321,0.462,0.047,0,0,0.566,0.349,0.028,0.094,12.453,38.043,0.702
ff1882,0.036,0.071,0.221,0.314,0.357,0,0,0,0.536,0.407,0.296,0.064,18.15,34.225,0.644
ff1883,1,0,0,0,0,0,0,0,0.5,0,0.943,0,0.037,0.15,0.3
ff1884,0.214,0.536,0.25,0,0,0,0,0,0.464,0.464,0.097,0.107,8.129,15.986,0.482
ff1885,1,0,0,0,0,0,0,0,0.357,0.571,0.263,0.143,3.955,6.621,22.346
ff1886,0.073,0.109,0.182,0.236,0.4,0,0,0,0.655,0.309,0.481,0.055,19.137,33.091,0.729
ff1887,0.038,0.031,0.062,0.208,0.254,0.408,0,0,0.592,0.292,0.172,0.123,20.466,43.61,0.848
ff1888,0.05,0.041,0.028,0.116,0.175,0.269,0.119,0.203,0.5,0.388,0.045,0.116,20.981,50.658,1.08
ff1889,0.1,0.086,0.1,0.157,0.143,0.414,0,0,0.629,0.329,0.079,0.057,20.665,39.446,1.716
ff1890,0.233,0.333,0.267,0.167,0,0,0,0,0.667,0.333,0.286,0.033,12.046,18.323,0.682
ff1891,0.056,0.065,0.074,0.074,0.231,0.333,0.167,0,0.565,0.398,0.115,0.046,21.052,45.12,1.896
ff1892,0.07,0.079,0.158,0.149,0.254,0.219,0.07,0,0.588,0.333,0.149,0.088,20.078,38.835,0.749
ff1893,0.031,0.062,0.135,0.312,0.375,0.083,0,0,0.604,0.365,0.213,0.042,18.184,37.007,0.718
ff1894,1,0,0,0,0,0,0,0,0.222,0.444,0.757,0.444,1.759,2.478,0.321
ff1895,0.133,0.2,0.467,0.2,0,0,0,0,0.667,0.3,0.286,0.033,12.692,22.69,0.499
ff1896,0.375,0.281,0.344,0,0,0,0,0,0.719,0.25,0.429,0.031,9.745,14.806,2.438
ff1897,0.118,0.161,0.129,0.172,0.344,0.075,0,0,0.581,0.301,0.088,0.129,17.372,31.003,0.626
ff1898,0.085,0.237,0.169,0.186,0.322,0,0,0,0.576,0.373,0.385,0.068,17.515,28.851,2.76
ff1899,0.019,0.065,0.15,0.5,0.173,0.093,0,0,0.5,0.397,0.045,0.107,12.337,34.832,0.616
ff1900,1,0,0,0,0,0,0,0,0.667,0.667,0.87,0,0.969,2.767,0.247
ff1901,1,0,0,0,0,0,0,0,0.167,0.389,0.143,0.5,1.124,1.417,52.783
ff1902,1,0,0,0,0,0,0,0,1,1,0.833,0,0.612,1.5,54
ff1903,0.13,0.145,0.275,0.406,0.043,0,0,0,0.478,0.406,0.289,0.13,15.196,25.909,4.929
ff1904,0.029,0.118,0.14,0.287,0.316,0.11,0,0,0.515,0.346,0.28,0.147,19.076,35.708,0.602
ff1905,0.25,0.214,0.417,0.119,0,0,0,0,0.464,0.5,0.349,0.048,12.424,19.544,0.426
ff1906,1,0,0,0,0,0,0,0,0.222,0.778,0.609,0.111,2.813,5.022,0.383
ff1907,0.478,0.522,0,0,0,0,0,0,0.696,0.304,0.179,0.043,4.533,9.078,0.414
ff1908,1,0,0,0,0,0,0,0,0.5,1,0.941,0,0.48,2,0.305
ff1909,0.06,0.108,0.337,0.325,0.169,0,0,0,0.639,0.301,0.362,0.048,16.502,29.558,10.929
ff1910,1,0,0,0,0,0,0,0,0.571,0.429,0.611,0.143,1.323,2.614,0.269
ff1911,1,0,0,0,0,0,0,0,0.5,1,0.913,0,0.706,2.45,0.265
ff1912,0.134,0.075,0.119,0.164,0.313,0.194,0,0,0.701,0.299,0.069,0.015,18.313,35.76,0.775
ff1913,0.08,0.08,0.096,0.106,0.165,0.468,0.005,0,0.5,0.388,0.021,0.112,18.403,41.643,0.763
ff1914,0.821,0.179,0,0,0,0,0,0,0.429,0.536,0.349,0.071,4.069,6.121,0.337
ff1915,1,0,0,0,0,0,0,0,0.667,0.333,0.944,0.333,0.48,2.067,0.283
ff1916,0.2,0.2,0.543,0.057,0,0,0,0,0.429,0.4,0.146,0.171,11.377,19.843,0.546
ff1917,0.052,0.104,0.167,0.281,0.396,0,0,0,0.458,0.458,0.207,0.073,17.14,32.976,1.261
ff1918,0.124,0.213,0.178,0.312,0.173,0,0,0,0.589,0.366,0.069,0.045,14.118,26.972,7.924
ff1919,0.016,0.286,0.286,0.413,0,0,0,0,0.556,0.349,0.627,0.111,14.304,26.876,6.482
ff1920,0.105,0.105,0.158,0.329,0.303,0,0,0,0.553,0.421,0.283,0.039,17.899,31.13,11.652
ff1921,0.144,0.203,0.229,0.203,0.22,0,0,0,0.585,0.381,0.213,0.042,15.959,26.248,11.425
ff1922,0.078,0.157,0.255,0.51,0,0,0,0,0.569,0.412,0.261,0.039,14.732,27.069,7.856
ff1923,0.347,0.449,0.204,0,0,0,0,0,0.49,0.327,0.57,0.163,8.08,13.388,9.402
ff1924,0.197,0.289,0.158,0.355,0,0,0,0,0.421,0.513,0.183,0.079,13.351,21.795,14.291
ff1925,0.296,0.704,0,0,0,0,0,0,0.556,0.444,0.1,0.037,6.626,12.085,7.392
ff1926,0.065,0.058,0.37,0.449,0.058,0,0,0,0.558,0.399,0.277,0.051,14.956,28.619,8.685
ff1927,0.28,0.58,0.14,0,0,0,0,0,0.52,0.4,0.533,0.1,7.603,13.076,15.229
ff1928,0.25,0.35,0.4,0,0,0,0,0,0.5,0.45,0.643,0.05,8.717,15.6,13.116
ff1929,0.06,0.301,0.566,0.072,0,0,0,0,0.506,0.386,0.614,0.12,11.524,21.853,12.353
ff1930,0.389,0.208,0.403,0,0,0,0,0,0.417,0.444,0.613,0.139,9.605,15.65,20.018
ff1931,1,0,0,0,0,0,0,0,0.556,0.444,0.64,0.111,3.116,5.833,20.622
ff1932,1,0,0,0,0,0,0,0,1,1,0.976,0,0.231,1.5,59.04
ff1933,0.143,0.365,0.492,0,0,0,0,0,0.476,0.397,0.212,0.127,9.929,18.432,17.015
ff1934,0.057,0.208,0.189,0.547,0,0,0,0,0.642,0.358,0.551,0.019,15.277,27.34,11.825
ff1935,0.127,0.143,0.238,0.492,0,0,0,0,0.492,0.429,0.526,0.095,14.752,25.594,15.54
ff1936,1,0,0,0,0,0,0,0,1,1,0.952,0,0.851,3.9,58.02
ff1937,1,0,0,0,0,0,0,0,0.5,0.75,0.833,0,2.221,5.325,31.722
ff1938,0.625,0.375,0,0,0,0,0,0,0.5,0.562,0.807,0,3.68,8.644,23.099
ff1939,0.062,0.072,0.67,0.196,0,0,0,0,0.454,0.443,0.394,0.103,13.446,25.404,9.408
ff1940,1,0,0,0,0,0,0,0,0.333,0,0.5,0.333,0.082,0.133,20.937
ff1941,1,0,0,0,0,0,0,0,0.5,0.389,0.455,0.167,2.005,3.683,56.973
ff1942,1,0,0,0,0,0,0,0,0.455,0.545,0.389,0.091,1.563,2.855,48.942
ff1943,0.04,0.04,0.088,0.104,0.184,0.536,0.008,0,0.504,0.424,0.107,0.072,19.913,45.056,8.651
ff1944,0.064,0.149,0.319,0.17,0.298,0,0,0,0.468,0.468,0.569,0.085,16.07,28.762,9.829
ff1945,0.164,0.164,0.274,0.397,0,0,0,0,0.575,0.288,0.324,0.137,14.694,24.179,20.819
ff1946,1,0,0,0,0,0,0,0,0.5,0.6,0.333,0,1.122,2.24,18.942
ff1947,0.027,0.199,0.282,0.123,0.063,0.14,0.166,0,0.505,0.422,0.104,0.076,20.387,35.618,7.086
ff1948,0.097,0.21,0.379,0.313,0,0,0,0,0.523,0.4,0.137,0.077,11.6,23.569,9.323
ff1949,0.086,0.114,0.286,0.329,0.186,0,0,0,0.586,0.314,0.167,0.086,15.241,28.557,10.433
ff1950,0.038,0.052,0.141,0.221,0.113,0.437,0,0,0.531,0.343,0.027,0.131,16.015,41.445,5.593
ff1951,0.4,0.6,0,0,0,0,0,0,0.55,0.4,0.661,0.1,5.148,9.865,9.634
ff1952,0.296,0.704,0,0,0,0,0,0,0.556,0.222,0.27,0.259,7.446,12.978,4.933
ff1953,1,0,0,0,0,0,0,0,0.25,0.25,0.556,0.75,0.136,0.25,0.277
ff1954,1,0,0,0,0,0,0,0,0.5,1,0.667,0,1.778,3.35,0.26
ff1955,1,0,0,0,0,0,0,0,0.333,1,0.875,0,0.806,2.3,0.273
ff1956,0.071,0.051,0.172,0.192,0.283,0.232,0,0,0.636,0.263,0.029,0.111,16.372,38.176,5.637
ff1957,0.009,0.018,0.097,0.097,0.215,0.298,0.265,0,0.451,0.386,0.015,0.165,14.664,49.717,2.896
ff1958,1,0,0,0,0,0,0,0,1,1,0.944,0,0.495,2.1,0.26
ff1959,0.343,0.371,0.286,0,0,0,0,0,0.429,0.414,0.375,0.171,8.963,13.766,11.879
ff1960,1,0,0,0,0,0,0,0,0.5,0.5,0.963,0.5,0.049,0.25,61.565
ff1961,0.033,0.27,0.246,0.32,0.131,0,0,0,0.557,0.377,0.274,0.074,15.497,27.594,11.834
ff1962,0.152,0.379,0.424,0.045,0,0,0,0,0.561,0.409,0.48,0.045,10.711,18.615,6.128
ff1963,1,0,0,0,0,0,0,0,0.333,1,0.917,0,0.661,2.333,21.107
ff1964,1,0,0,0,0,0,0,0,1,1,0.75,0,0.9,1.8,0.26
ff1965,0.06,0.26,0.44,0.24,0,0,0,0,0.6,0.32,0.057,0.08,9.306,22.866,4.248
ff1966,0.438,0.562,0,0,0,0,0,0,0.5,0.438,0.238,0.062,6.096,10.006,0.364
ff1967,0.043,0.326,0.63,0,0,0,0,0,0.391,0.478,0.27,0.152,10.268,20.693,1.722
ff1968,1,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0.1,0.24
ff1969,0.235,0.471,0.294,0,0,0,0,0,0.647,0.294,0.553,0.059,8.957,14.853,7.972
ff1970,0.144,0.124,0.216,0.361,0.155,0,0,0,0.515,0.381,0.04,0.113,13.399,27.582,5.086
ff1971,0.028,0.151,0.217,0.179,0.425,0,0,0,0.509,0.434,0.036,0.066,13.858,34.096,0.637
ff1972,0.05,0.059,0.109,0.109,0.149,0.525,0,0,0.574,0.406,0.122,0.03,21.219,44.213,4.484
ff1973,1,0,0,0,0,0,0,0,0.333,0.667,0.6,0.167,1.297,1.933,21.35
ff1974,0.206,0.271,0.206,0.112,0.206,0,0,0,0.477,0.374,0.027,0.159,14.317,22.607,11.375
ff1975,0.146,0.854,0,0,0,0,0,0,0.488,0.415,0.255,0.122,6.874,14.185,14.065
ff1976,0.023,0.028,0.076,0.15,0.142,0.198,0.323,0.059,0.533,0.323,0.006,0.136,17.3,50.641,1.298
ff1977,0.097,0.419,0.484,0,0,0,0,0,0.452,0.452,0.311,0.129,9.586,17.89,16.39
ff1978,0.88,0.12,0,0,0,0,0,0,0.24,0.72,0.863,0.08,2.247,5.328,0.299
ff1979,0.2,0.267,0.533,0,0,0,0,0,0.489,0.444,0.464,0.089,10.471,17.796,0.458
ff1980,1,0,0,0,0,0,0,0,0,0,0.778,0.5,0.044,0.1,30.27
ff1981,0.291,0.369,0.33,0.01,0,0,0,0,0.534,0.34,0.037,0.136,8.306,15.735,0.5
ff1982,0.226,0.453,0.283,0.038,0,0,0,0,0.528,0.453,0.086,0.038,9.292,17.221,0.444
ff1983,0.051,0.044,0.11,0.243,0.36,0.191,0,0,0.551,0.368,0.186,0.074,18.966,38.271,0.686
ff1984,0.07,0.064,0.15,0.663,0.053,0,0,0,0.422,0.412,0.142,0.171,13.812,30.471,0.483
ff1985,0.172,0.183,0.462,0.183,0,0,0,0,0.441,0.419,0.031,0.151,10.324,21.374,0.419
ff1986,0.069,0.109,0.248,0.347,0.228,0,0,0,0.485,0.455,0.137,0.069,15.342,30.796,1.773
ff1987,0.197,0.211,0.099,0.183,0.169,0.141,0,0,0.549,0.38,0.575,0.056,18.107,28.087,5.031
ff1988,0.119,0.075,0.104,0.134,0.313,0.254,0,0,0.433,0.522,0.412,0.06,22.264,36.797,0.712
ff1989,0.065,0.121,0.131,0.28,0.318,0.084,0,0,0.505,0.449,0.478,0.056,19.675,34.638,0.566
ff1990,0.325,0.419,0.256,0,0,0,0,0,0.513,0.359,0.176,0.128,8.747,14.016,0.384
ff1991,1,0,0,0,0,0,0,0,0.667,0.333,0.727,0.333,0.477,0.667,0.253
ff1992,0.586,0.241,0.172,0,0,0,0,0,0.621,0.345,0.603,0.069,6.751,10.693,0.431
ff1993,0.312,0.182,0.195,0.312,0,0,0,0,0.519,0.39,0.072,0.078,12.589,19.491,0.499
ff1994,0.049,0.202,0.247,0.376,0.125,0,0,0,0.517,0.399,0.015,0.087,10.956,28.409,0.686
ff1995,0.062,0.236,0.332,0.243,0.127,0,0,0,0.498,0.452,0.148,0.05,13.631,26.729,0.59
ff1996,0.244,0.444,0.2,0.111,0,0,0,0,0.578,0.422,0.458,0.022,10.706,16.469,0.361
ff1997,0.057,0.066,0.274,0.283,0.321,0,0,0,0.538,0.396,0.284,0.075,16.836,31.808,0.62
ff1998,0.125,0.208,0.467,0.2,0,0,0,0,0.458,0.45,0.091,0.092,10.269,22.788,0.519
ff1999,1,0,0,0,0,0,0,0,0.333,0.333,0.864,0.667,0.07,0.2,0.31
